,featureType,prblemType,confID,budget,eng_lvls,divide,fusionType,repeats,thisloss,tp,fp,tn,fn,acc,prec,rec,auc,BC,MCC
train_score,handcrafted,classification,"(0, 0, 1)",81.0,9,2.5,ProWSyn,0,1.283342719078064,16067.0,2102.0,585994.0,57445.0,0.9099982976913452,0.8843084573745728,0.21856296062469482,0.8929544687271118,1.1664824485778809,0.4518369436264038
val_score,handcrafted,classification,"(0, 0, 1)",81.0,9,2.5,ProWSyn,0,2.1049342155456543,119.0,502.0,119450.0,14875.0,0.8860496878623962,0.1916264146566391,0.007936508394777775,0.676051676273346,1.2901407480239868,0.06636647135019302
test_score,handcrafted,classification,"(0, 0, 1)",81.0,9,2.5,ProWSyn,0,1.8704453706741333,113.0,390.0,91914.0,11425.0,0.886220395565033,0.22465208172798157,0.009793724864721298,0.7456284165382385,1.2759475708007812,0.045758821070194244
train_score,handcrafted,classification,"(0, 0, 5)",27.0,9,2.5,distance_SMOTE,0,1.3989533185958862,9344.0,46.0,588050.0,64168.0,0.9029557108879089,0.9951011538505554,0.12710849940776825,0.8678954839706421,0.7183007597923279,0.3822483718395233
val_score,handcrafted,classification,"(0, 0, 5)",27.0,9,2.5,distance_SMOTE,0,2.065800905227661,0.0,3.0,119949.0,14994.0,0.8888639211654663,0.0,0.0,0.6561935544013977,0.7443780899047852,0.022618316113948822
test_score,handcrafted,classification,"(0, 0, 5)",27.0,9,2.5,distance_SMOTE,0,1.8002358675003052,0.0,4.0,92300.0,11538.0,0.8888477683067322,0.0,0.0,0.7395979166030884,0.736534059047699,0.08272942155599594
train_score,handcrafted,classification,"(0, 0, 14)",81.0,9,2.5,polynom_fit_SMOTE,0,1.0270692110061646,23982.0,2905.0,551607.0,45332.0,0.9226827025413513,0.8919551968574524,0.34599071741104126,0.9350472688674927,1.3043512105941772,0.5642268061637878
val_score,handcrafted,classification,"(0, 0, 14)",81.0,9,2.5,polynom_fit_SMOTE,0,2.157073497772217,252.0,588.0,112676.0,13906.0,0.8862500786781311,0.30000001192092896,0.017799124121665955,0.6958229541778564,1.4332520961761475,0.1093103289604187
test_score,handcrafted,classification,"(0, 0, 14)",81.0,9,2.5,polynom_fit_SMOTE,0,1.6754958629608154,693.0,681.0,91143.0,10785.0,0.8890038728713989,0.5043668150901794,0.0603763721883297,0.8223670721054077,1.3605371713638306,0.27092185616493225
train_score,handcrafted,classification,"(0, 0, 25)",27.0,9,5,none,0,1.5698699951171875,276.0,246.0,254442.0,31560.0,0.888997495174408,0.5287356376647949,0.008669430390000343,0.821509838104248,0.7786378860473633,0.19206354022026062
val_score,handcrafted,classification,"(0, 0, 25)",27.0,9,5,none,0,3.635014295578003,0.0,205.0,59491.0,7462.0,0.8858351707458496,0.0,0.0,0.6157628297805786,1.10219144821167,-0.0005190689116716385
test_score,handcrafted,classification,"(0, 0, 25)",27.0,9,5,none,0,1.7634402513504028,12.0,9.0,37871.0,4723.0,0.8889580368995667,0.5714285969734192,0.0025343189481645823,0.7376011610031128,0.7676591873168945,0.002091209404170513
train_score,handcrafted,classification,"(0, 0, 9)",243.0,9,5,ProWSyn,0,1.1854361295700073,1272.0,53.0,254635.0,30564.0,0.8931540846824646,0.9599999785423279,0.039954766631126404,0.9154856204986572,1.0959291458129883,0.4278329014778137
val_score,handcrafted,classification,"(0, 0, 9)",243.0,9,5,ProWSyn,0,22.045337677001953,27.0,29.0,59667.0,7435.0,0.8888577818870544,0.4821428656578064,0.003618332790210843,0.5951898694038391,3.1467790603637695,0.01053024735301733
test_score,handcrafted,classification,"(0, 0, 9)",243.0,9,5,ProWSyn,0,1.5826972723007202,5.0,11.0,37869.0,4730.0,0.8887467384338379,0.3125,0.001055966247804463,0.8044591546058655,0.780576229095459,0.0544564351439476
train_score,handcrafted,classification,"(0, 0, 16)",27.0,9,5,distance_SMOTE,0,1.0539531707763672,10110.0,1197.0,253491.0,21726.0,0.9199951887130737,0.894136369228363,0.31756502389907837,0.9323408603668213,0.5463801026344299,0.5244016051292419
val_score,handcrafted,classification,"(0, 0, 16)",27.0,9,5,distance_SMOTE,0,2.5486514568328857,267.0,392.0,59304.0,7195.0,0.8870265483856201,0.4051593244075775,0.035781290382146835,0.6688143014907837,0.663685142993927,0.07838894426822662
test_score,handcrafted,classification,"(0, 0, 16)",27.0,9,5,distance_SMOTE,0,1.7339367866516113,42.0,411.0,37469.0,4693.0,0.8802298903465271,0.09271523356437683,0.00887011643499136,0.8032392263412476,0.5880929231643677,0.12046320736408234
train_score,handcrafted,classification,"(0, 0, 20)",9.0,9,5,polynom_fit_SMOTE,0,1.0992112159729004,10143.0,1909.0,244131.0,20612.0,0.9186363220214844,0.8416030406951904,0.3298000395298004,0.9293779134750366,0.6299343705177307,0.5480749607086182
val_score,handcrafted,classification,"(0, 0, 20)",9.0,9,5,polynom_fit_SMOTE,0,2.230313539505005,523.0,721.0,56143.0,6585.0,0.8857930302619934,0.42041799426078796,0.07357906550168991,0.710363507270813,0.7057721614837646,0.15903639793395996
test_score,handcrafted,classification,"(0, 0, 20)",9.0,9,5,polynom_fit_SMOTE,0,1.883131980895996,483.0,789.0,38627.0,4444.0,0.881987988948822,0.37971699237823486,0.09803125262260437,0.7778345346450806,0.6911490559577942,0.15763652324676514
train_score,handcrafted,classification,"(0, 0, 23)",81.0,9,5s,none,0,1.1417169570922852,10635.0,1812.0,250540.0,20909.0,0.9199685454368591,0.8544227480888367,0.33714810013771057,0.9154506325721741,1.2573180198669434,0.4942440390586853
val_score,handcrafted,classification,"(0, 0, 23)",81.0,9,5s,none,0,2.6095285415649414,351.0,526.0,50994.0,6089.0,0.8858690857887268,0.4002280533313751,0.05450310558080673,0.6331936120986938,1.5208710432052612,0.038471903651952744
test_score,handcrafted,classification,"(0, 0, 23)",81.0,9,5s,none,0,1.6816859245300293,108.0,306.0,39198.0,4830.0,0.8844336867332458,0.260869562625885,0.021871203556656837,0.8076133728027344,1.3922539949417114,0.2582448720932007
train_score,handcrafted,classification,"(0, 0, 14)",27.0,9,5s,ProWSyn,0,0.9723073244094849,14146.0,1939.0,250413.0,17398.0,0.9318867921829224,0.8794528841972351,0.4484529495239258,0.9417904615402222,1.2817186117172241,0.5888798832893372
val_score,handcrafted,classification,"(0, 0, 14)",27.0,9,5s,ProWSyn,0,2.6231839656829834,490.0,1370.0,50150.0,5950.0,0.8737062215805054,0.2634408473968506,0.07608695328235626,0.6501491069793701,1.5905972719192505,0.07404810190200806
test_score,handcrafted,classification,"(0, 0, 14)",27.0,9,5s,ProWSyn,0,1.5704587697982788,1186.0,591.0,38913.0,3752.0,0.9022772312164307,0.6674169898033142,0.2401782125234604,0.8347948789596558,1.4191322326660156,0.3017767071723938
train_score,handcrafted,classification,"(0, 0, 19)",27.0,9,5s,distance_SMOTE,0,1.0236842632293701,11758.0,1535.0,250817.0,19786.0,0.9248995780944824,0.884525716304779,0.3727491796016693,0.935049295425415,0.5571112036705017,0.5579798817634583
val_score,handcrafted,classification,"(0, 0, 19)",27.0,9,5s,distance_SMOTE,0,2.5049922466278076,235.0,540.0,50980.0,6205.0,0.8836268782615662,0.3032258152961731,0.036490682512521744,0.6497584581375122,0.753890335559845,0.0746825709939003
test_score,handcrafted,classification,"(0, 0, 19)",27.0,9,5s,distance_SMOTE,0,1.687046766281128,116.0,369.0,39135.0,4822.0,0.8831952810287476,0.23917526006698608,0.02349129132926464,0.8109843134880066,0.6337288022041321,0.27000752091407776
train_score,handcrafted,classification,"(0, 0, 15)",9.0,9,5s,polynom_fit_SMOTE,0,1.1643073558807373,6848.0,435.0,237549.0,22900.0,0.9128425121307373,0.9402718544006348,0.23020035028457642,0.9206360578536987,1.0912368297576904,0.5154562592506409
val_score,handcrafted,classification,"(0, 0, 15)",9.0,9,5s,polynom_fit_SMOTE,0,2.3208701610565186,0.0,41.0,53575.0,6702.0,0.8882071375846863,0.0,0.0,0.6537690758705139,1.165024757385254,0.07471081614494324
test_score,handcrafted,classification,"(0, 0, 15)",9.0,9,5s,polynom_fit_SMOTE,0,1.7634564638137817,5.0,28.0,41852.0,5230.0,0.8883989453315735,0.1515151560306549,0.0009551098337396979,0.7719301581382751,1.136184573173523,0.12339424341917038
