,featureType,prblemType,confID,budget,eng_lvls,divide,fusionType,repeats,thisloss,tp,fp,tn,fn,acc,prec,rec,auc,BC,MCC
test_score,handcrafted_extra,classification,"(0, 0, 18)",27.0,5,5,polynom_fit_SMOTE,0,1.0297216176986694,1876.0,1161.0,13495.0,1788.0,0.8390283584594727,0.6177148222923279,0.5120087265968323,0.8688673377037048,0.8425399661064148,0.3875356912612915
train_score,handcrafted_extra,classification,"(0, 0, 8)",81.0,5,5,polynom_fit_SMOTE,1,0.8084732890129089,10873.0,2426.0,91746.0,12670.0,0.8717573285102844,0.8175802826881409,0.4618358016014099,0.9257169365882874,0.9963258504867554,0.6235602498054504
val_score,handcrafted_extra,classification,"(0, 0, 8)",81.0,5,5,polynom_fit_SMOTE,1,1.2136569023132324,612.0,738.0,13958.0,3062.0,0.7931407690048218,0.4533333480358124,0.16657593846321106,0.7961159944534302,1.0784929990768433,0.2578982710838318
test_score,handcrafted_extra,classification,"(0, 0, 8)",81.0,5,5,polynom_fit_SMOTE,1,1.037839651107788,2006.0,1348.0,24048.0,4343.0,0.8207280039787292,0.5980918407440186,0.3159552812576294,0.8554329872131348,1.0295982360839844,0.36533433198928833
train_score,handcrafted_extra,classification,"(0, 0, 24)",243.0,5,5,polynom_fit_SMOTE,2,1.3852664232254028,0.0,0.0,65676.0,16419.0,0.7999967336654663,0.0,0.0,0.6371734142303467,0.5910406708717346,0.0
val_score,handcrafted_extra,classification,"(0, 0, 24)",243.0,5,5,polynom_fit_SMOTE,2,1.3857693672180176,0.0,0.0,26068.0,6517.0,0.8000015616416931,0.0,0.0,0.6323078274726868,0.5911411046981812,0.0
test_score,handcrafted_extra,classification,"(0, 0, 24)",243.0,5,5,polynom_fit_SMOTE,2,1.3877021074295044,0.0,0.0,45940.0,11485.0,0.8000006079673767,0.0,0.0,0.620983898639679,0.5915246605873108,0.0
train_score,handcrafted_extra,classification,"(0, 0, 4)",81.0,5,5,polynom_fit_SMOTE,3,1.3873778581619263,0.0,0.0,71804.0,17951.0,0.7999959588050842,0.0,0.0,0.6227926015853882,0.9098308086395264,0.0
val_score,handcrafted_extra,classification,"(0, 0, 4)",81.0,5,5,polynom_fit_SMOTE,3,1.3849128484725952,0.0,0.0,26716.0,6679.0,0.8000016212463379,0.0,0.0,0.6419748663902283,0.9093339443206787,0.0
test_score,handcrafted_extra,classification,"(0, 0, 4)",81.0,5,5,polynom_fit_SMOTE,3,1.386478304862976,0.0,0.0,41352.0,10338.0,0.8000019192695618,0.0,0.0,0.6303926706314087,0.9096463322639465,0.0
train_score,handcrafted_extra,classification,"(0, 0, 2)",27.0,5,5,polynom_fit_SMOTE,4,0.9979262351989746,2673.0,386.0,57522.0,11804.0,0.8315953016281128,0.8738150000572205,0.18463769555091858,0.9238315224647522,0.6378039717674255,0.6314026117324829
val_score,handcrafted_extra,classification,"(0, 0, 2)",27.0,5,5,polynom_fit_SMOTE,4,1.3151202201843262,171.0,221.0,48511.0,12012.0,0.799178421497345,0.43622449040412903,0.014035951346158981,0.7548307180404663,0.7086305618286133,0.16994407773017883
test_score,handcrafted_extra,classification,"(0, 0, 2)",27.0,5,5,polynom_fit_SMOTE,4,1.3410557508468628,13.0,36.0,26680.0,6666.0,0.7993127703666687,0.26530611515045166,0.0019463991047814488,0.7328275442123413,0.7123240232467651,0.029124345630407333
train_score,handcrafted_extra,classification,"(0, 0, 7)",81.0,5,5s,polynom_fit_SMOTE,0,1.342507243156433,0.0,0.0,101824.0,25456.0,0.7999935746192932,0.0,0.0,0.8736062049865723,0.6670116186141968,0.5264571309089661
val_score,handcrafted_extra,classification,"(0, 0, 7)",81.0,5,5s,polynom_fit_SMOTE,0,1.5264619588851929,0.0,0.0,17268.0,4317.0,0.8000008463859558,0.0,0.0,0.6449761986732483,0.6832137107849121,0.17852593958377838
test_score,handcrafted_extra,classification,"(0, 0, 7)",81.0,5,5s,polynom_fit_SMOTE,0,1.5687319040298462,0.0,0.0,16592.0,4148.0,0.800000786781311,0.0,0.0,0.5876914858818054,0.6973316073417664,0.052588555961847305
train_score,handcrafted_extra,classification,"(0, 0, 4)",27.0,5,5s,polynom_fit_SMOTE,1,0.7970953583717346,8889.0,314.0,97786.0,15636.0,0.8699268102645874,0.9658806920051575,0.36244648694992065,0.9437047839164734,0.5796231627464294,0.6892204284667969
val_score,handcrafted_extra,classification,"(0, 0, 4)",27.0,5,5s,polynom_fit_SMOTE,1,1.2125146389007568,11.0,39.0,12269.0,3066.0,0.7981802821159363,0.2199999988079071,0.0035749105736613274,0.8285892009735107,0.7061471343040466,0.2991918921470642
test_score,handcrafted_extra,classification,"(0, 0, 4)",27.0,5,5s,polynom_fit_SMOTE,1,1.2129404544830322,56.0,46.0,20274.0,5024.0,0.8003950119018555,0.5490196347236633,0.011023622006177902,0.8304374814033508,0.6965204477310181,0.33581510186195374
train_score,handcrafted_extra,classification,"(0, 0, 20)",243.0,5,5s,polynom_fit_SMOTE,2,1.3858566284179688,0.0,0.0,54568.0,13642.0,0.7999985218048096,0.0,0.0,0.6351708173751831,1.0875751972198486,0.0
val_score,handcrafted_extra,classification,"(0, 0, 20)",243.0,5,5s,polynom_fit_SMOTE,2,2.9369122982025146,0.0,0.0,29032.0,7258.0,0.8000017404556274,0.0,0.0,0.5057522654533386,1.3977859020233154,0.0
test_score,handcrafted_extra,classification,"(0, 0, 20)",243.0,5,5s,polynom_fit_SMOTE,2,1.3866757154464722,0.0,0.0,37404.0,9351.0,0.8000020384788513,0.0,0.0,0.6222062110900879,1.0877426862716675,0.0
train_score,handcrafted_extra,classification,"(0, 0, 17)",9.0,5,5s,polynom_fit_SMOTE,3,1.6050015687942505,0.0,0.0,57756.0,14439.0,0.7999979257583618,0.0,0.0,0.5501130819320679,0.6908494234085083,0.07277237623929977
val_score,handcrafted_extra,classification,"(0, 0, 17)",9.0,5,5s,polynom_fit_SMOTE,3,1.622378945350647,0.0,0.0,22696.0,5674.0,0.8000013828277588,0.0,0.0,0.4324437975883484,0.6939359307289124,-0.12537921965122223
test_score,handcrafted_extra,classification,"(0, 0, 17)",9.0,5,5s,polynom_fit_SMOTE,3,1.6161326169967651,0.0,0.0,43268.0,10817.0,0.800001323223114,0.0,0.0,0.4925113022327423,0.6937541961669922,-0.18245595693588257
train_score,handcrafted_extra,classification,"(0, 0, 3)",81.0,5,5s,polynom_fit_SMOTE,4,0.6048147678375244,9999.0,1273.0,60075.0,5338.0,0.9137906432151794,0.8870652914047241,0.6519528031349182,0.9619296789169312,0.7905860543251038,0.7536304593086243
val_score,handcrafted_extra,classification,"(0, 0, 3)",81.0,5,5s,polynom_fit_SMOTE,4,1.3282063007354736,1077.0,1381.0,38923.0,8999.0,0.7939662933349609,0.43816110491752625,0.10688765347003937,0.7458732724189758,0.9539077281951904,0.17650018632411957
test_score,handcrafted_extra,classification,"(0, 0, 3)",81.0,5,5s,polynom_fit_SMOTE,4,1.409417748451233,527.0,927.0,21769.0,5147.0,0.785900890827179,0.36244842410087585,0.09287980198860168,0.7091790437698364,0.9562687277793884,0.07063537836074829
